Name + ORG,ID,Name,ORG,POS,G,GS,TC,A,PO,E,DP,TP,ZR,SBA,RTO,IP,PB,CER,BIZ-R,BIZ-Rm,BIZ-L,BIZ-Lm,BIZ-E,BIZ-Em,BIZ-U,BIZ-Um,BIZ-Z,BIZ-Zm,BIZ-I,FRM,ARM
Marshall Vickers Hou,32392,Marshall Vickers,Houston Astros,5,7,3,6,3,2,1,1,0,-0.4,0,0,31,0,0,4,3,0,0,1,1,0,0,0,0,0,0,0
R.J. Guel Phi,7796,R.J. Guel,Philadelphia Phillies,5,4,4,11,7,4,0,1,0,0.2,0,0,28,0,0,7,7,3,3,0,0,0,0,0,0,0,0,0
Ezequiel Espinoza Ana,21767,Ezequiel Espinoza,Anaheim Angels,5,7,1,7,4,2,1,0,0,-0.3,0,0,23,0,0,4,4,0,0,3,2,0,0,1,0,0,0,0
Nathan Needler San,34164,Nathan Needler,San Diego Padres,5,6,2,5,5,0,0,0,0,0.1,0,0,23,0,0,3,3,0,0,2,1,0,0,1,1,0,0,0
Henry Richardson Flo,34744,Henry Richardson,Florida Marlins,5,6,2,9,7,2,0,0,0,0.2,0,0,22,0,0,5,5,4,4,0,0,0,0,0,0,2,0,0
E.J. Zumalt Chi,14345,E.J. Zumalt,Chicago Cubs,5,4,2,3,2,1,0,1,0,0,0,0,20.2,0,0,2,2,1,1,0,0,0,0,1,0,0,0,0
Mark Froman Bal,13840,Mark Froman,Baltimore Orioles,5,6,0,6,5,1,0,1,0,0.2,0,0,20,0,0,4,4,1,1,1,1,0,0,0,0,0,0,0
Charlie Aird Det,30279,Charlie Aird,Detroit Tigers,5,2,2,5,4,1,0,0,0,-0.4,0,0,17,0,0,4,3,2,1,1,1,0,0,1,0,0,0,0
Julian Couey Mon,33551,Julian Couey,Montreal Expos,5,2,1,3,3,0,0,0,0,0.1,0,0,15.2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0
Carl Berggren Chi,28535,Carl Berggren,Chicago White Sox,5,5,1,1,0,1,0,0,0,-0.3,0,0,14,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
Eddie Bilbrey Det,27091,Eddie Bilbrey,Detroit Tigers,5,4,0,3,2,1,0,1,0,0.1,0,0,14,0,0,2,2,1,1,1,0,0,0,0,0,0,0,0
Oscar Rose Ana,18382,Oscar Rose,Anaheim Angels,5,2,1,3,1,2,0,1,0,0.1,0,0,12,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
Jess Ressel Det,34918,Jess Ressel,Detroit Tigers,5,3,0,3,2,1,0,0,0,0.1,0,0,11,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0
Noel Chambi Mil,26735,Noel Chambi,Milwaukee Brewers,5,3,1,2,0,2,0,0,0,0.3,0,0,10.1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Martin Maitre New,1498,Martin Maitre,New York Yankees,5,2,1,3,2,1,0,0,0,0.2,0,0,10,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0
Christopher Urquhart Chi,21092,Christopher Urquhart,Chicago White Sox,5,6,0,1,1,0,0,0,0,0,0,0,10,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Ghana Collier Bos,34738,Ghana Collier,Boston Red Sox,5,1,1,1,1,0,0,0,0,0,0,0,9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Bienvenido Flores St.,11294,Bienvenido Flores,St. Louis Cardinals,5,2,1,2,2,0,0,0,0,0.2,0,0,9,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
Kevin Gatti Atl,32776,Kevin Gatti,Atlanta Hammers,5,1,1,3,3,0,0,1,0,-0.1,0,0,9,0,0,3,3,0,0,0,0,1,0,0,0,0,0,0
Takatsugu Kawahara St.,37129,Takatsugu Kawahara,St. Louis Cardinals,5,2,0,2,1,1,0,0,0,0,0,0,9,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
Neo Killmon Atl,7030,Neo Killmon,Atlanta Hammers,5,1,1,3,2,1,0,0,0,-0.2,0,0,9,0,0,2,2,1,1,1,0,0,0,1,0,0,0,0
Steve Shafer Sea,13978,Steve Shafer,Seattle Mariners,5,1,1,1,0,1,0,0,0,-0.1,0,0,9,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Dominique Tourette Tam,30375,Dominique Tourette,Tampa Bay Devil Rays,5,1,1,2,1,0,1,0,0,-0.5,0,0,9,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
Michael Reichert Mil,19506,Michael Reichert,Milwaukee Brewers,5,7,0,4,2,2,0,0,0,0.1,0,0,8.2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0
Brad Vaya Tor,41050,Brad Vaya,Toronto Blue Jays,5,1,1,3,2,1,0,0,0,0.1,0,0,8,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0
Charley Weier Tam,34051,Charley Weier,Tampa Bay Devil Rays,5,5,0,2,2,0,0,0,0,0,0,0,7,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
Carlos Whitted Was,26485,Carlos Whitted,Washington Nationals,5,4,0,1,0,1,0,0,0,0,0,0,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Gunnar D'Arezzo Tor,33512,Gunnar D'Arezzo,Toronto Blue Jays,5,1,1,4,3,1,0,2,0,0.1,0,0,6,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0
Carrol Heilman Pit,19195,Carrol Heilman,Pittsburgh Pirates,5,3,0,2,1,0,1,0,0,-0.8,0,0,6,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0
Sam Rife New,19622,Sam Rife,New York Yankees,5,2,0,1,1,0,0,0,0,0,0,0,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Ignatius Sayers Mil,16945,Ignatius Sayers,Milwaukee Brewers,5,2,0,1,1,0,0,0,0,-0.1,0,0,5,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Chad Shabalala Bal,38707,Chad Shabalala,Baltimore Orioles,5,2,0,2,1,1,0,0,0,0.1,0,0,5,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
Rance McIntyre Los,6655,Rance McIntyre,Los Angeles Dodgers,5,3,0,3,2,1,0,1,0,0,0,0,4,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0
Zbynek Quirin Tor,5698,Zbynek Quirin,Toronto Blue Jays,5,3,0,1,1,0,0,0,0,-0.1,0,0,4,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Alfons Urbina Pit,29614,Alfons Urbina,Pittsburgh Pirates,5,2,0,3,3,0,0,0,0,0.1,0,0,3.2,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0
Wilson Cochran Atl,12731,Wilson Cochran,Atlanta Hammers,5,1,0,1,0,1,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Jay Nolin Ari,28236,Jay Nolin,Arizona Diamondbacks,5,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dylan Reidy San,7603,Dylan Reidy,San Diego Padres,5,2,0,2,2,0,0,0,0,0,0,0,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
Hayden Stockler Los,24580,Hayden Stockler,Los Angeles Dodgers,5,2,0,0,0,0,0,0,0,-0.6,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Rob Babangida Tam,14700,Rob Babangida,Tampa Bay Devil Rays,5,1,0,1,1,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Tim Brixi New,14945,Tim Brixi,New York Mets,5,1,0,2,0,2,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
Malik Gabbidon Ari,14893,Malik Gabbidon,Arizona Diamondbacks,5,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pete Michelena Tor,27266,Pete Michelena,Toronto Blue Jays,5,1,0,0,0,0,0,0,0,-0.3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kellen Boden Ari,30154,Kellen Boden,Arizona Diamondbacks,5,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Vladimir Calvillo Tex,3308,Vladimir Calvillo,Texas Rangers,5,1,0,2,1,0,1,0,0,-0.5,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
Rory Harms Bos,38777,Rory Harms,Boston Red Sox,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teoscar Hernández Tex,21770,Teoscar Hernández,Texas Rangers,5,1,0,0,0,0,0,0,0,-0.3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Robert Meadows Bos,14633,Robert Meadows,Boston Red Sox,5,1,0,1,1,0,0,0,0,-0.1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
Juan Rauda Sea,34448,Juan Rauda,Seattle Mariners,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cristián Rodríguez Tex,36058,Cristián Rodríguez,Texas Rangers,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beau Alday Bal,13335,Beau Alday,Baltimore Orioles,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ted Aniello Atl,13801,Ted Aniello,Atlanta Hammers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scot Antonelli Kan,28527,Scot Antonelli,Kansas City Monarchs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liam Anzevino Chi,24070,Liam Anzevino,Chicago White Sox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timothy Barker Mon,34968,Timothy Barker,Montreal Expos,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gerardo Bianchi Bos,40885,Gerardo Bianchi,Boston Red Sox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul Burdick Det,34908,Paul Burdick,Detroit Tigers,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oliver Burks Kan,13044,Oliver Burks,Kansas City Monarchs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James Camacho Chi,33345,James Camacho,Chicago Cubs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rico Caraballo Cle,40279,Rico Caraballo,Cleveland Guardians,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Noel Carlson Cin,9011,Noel Carlson,Cincinnati Reds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dwight Clagett Hou,25504,Dwight Clagett,Houston Astros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erick Cochran Atl,15659,Erick Cochran,Atlanta Hammers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ruberto De Loera Atl,7639,Ruberto De Loera,Atlanta Hammers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Craig Durga Was,6703,Craig Durga,Washington Nationals,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roger Englehart Bos,34785,Roger Englehart,Boston Red Sox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elden Fasnacht Kan,32499,Elden Fasnacht,Kansas City Monarchs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Javier Fernández Oak,31814,Javier Fernández,Oakland Athletics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron Fussell Was,20367,Aaron Fussell,Washington Nationals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Johnny Garaventa San,41122,Johnny Garaventa,San Francisco Giants,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josue Goss San,21579,Josue Goss,San Diego Padres,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kieran Green Min,17262,Kieran Green,Minnesota Twins,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teddy Grisham New,23102,Teddy Grisham,New York Yankees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Noah Hagler Was,33488,Noah Hagler,Washington Nationals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Butch Hart Pit,18352,Butch Hart,Pittsburgh Pirates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alejandro Hernández Chi,24556,Alejandro Hernández,Chicago Cubs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ugo Jeske Cin,34246,Ugo Jeske,Cincinnati Reds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jason Joiner Cle,15211,Jason Joiner,Cleveland Guardians,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D.J. Jones Atl,30929,D.J. Jones,Atlanta Hammers,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brody Kissel Sea,15108,Brody Kissel,Seattle Mariners,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philip Klima Bal,26411,Philip Klima,Baltimore Orioles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miguel Lara Det,15613,Miguel Lara,Detroit Tigers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Letcher Los,15578,John Letcher,Los Angeles Dodgers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yusel Loera New,7388,Yusel Loera,New York Mets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jacome Mejia Min,3870,Jacome Mejia,Minnesota Twins,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sidney Mohn San,24854,Sidney Mohn,San Francisco Giants,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T.J. Mojarro Ana,29343,T.J. Mojarro,Anaheim Angels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dylan Moore Ari,18896,Dylan Moore,Arizona Diamondbacks,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hugo Palafox New,36065,Hugo Palafox,New York Yankees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D.J. Pope Kan,15764,D.J. Pope,Kansas City Royals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandon Pucci Cin,29513,Brandon Pucci,Cincinnati Reds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edgar Rosa Chi,22735,Edgar Rosa,Chicago Cubs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex Rothbauer Mil,34851,Alex Rothbauer,Milwaukee Brewers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dean Rémillard Min,24835,Dean Rémillard,Minnesota Twins,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Franco Schaefer Col,24138,Franco Schaefer,Colorado Rockies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lou Shouse Cin,35143,Lou Shouse,Cincinnati Reds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gabriel Silva Ari,35525,Gabriel Silva,Arizona Diamondbacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicky Skaggs Mon,6259,Nicky Skaggs,Montreal Expos,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Henry Slaughter Pit,12082,Henry Slaughter,Pittsburgh Pirates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron Snedaker Cle,21449,Aaron Snedaker,Cleveland Guardians,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elias Snyder Sea,29871,Elias Snyder,Seattle Mariners,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steve Sosa Cin,12629,Steve Sosa,Cincinnati Reds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joss St. Clair San,32803,Joss St. Clair,San Francisco Giants,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethan Stallworth San,35024,Ethan Stallworth,San Diego Padres,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jacob Street New,15474,Jacob Street,New York Mets,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jon Summey Oak,32382,Jon Summey,Oakland Athletics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Touchet Tex,14004,Anthony Touchet,Texas Rangers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cordell Upshaw Chi,32521,Cordell Upshaw,Chicago Cubs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethan Van Riper Hou,30362,Ethan Van Riper,Houston Astros,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wynn Vandross Was,35169,Wynn Vandross,Washington Nationals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deven Watkins Flo,37249,Deven Watkins,Florida Marlins,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cameron Wentz Los,35053,Cameron Wentz,Los Angeles Dodgers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cedric White Min,32614,Cedric White,Minnesota Twins,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milton Willwerth Cle,34823,Milton Willwerth,Cleveland Guardians,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lamont Zaragoza Atl,11387,Lamont Zaragoza,Atlanta Hammers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josué Álvarez Was,8539,Josué Álvarez,Washington Nationals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philip Klima Bal,26411,Philip Klima,Baltimore Orioles,6,149,145,564,371,173,20,73,0,-7.3,0,0,1304.1,0,0,378,339,33,15,60,29,63,19,91,20,29,0,0
Takatsugu Kawahara St.,37129,Takatsugu Kawahara,St. Louis Cardinals,6,147,147,570,357,198,15,73,0,-12,0,0,1283.1,0,0,368,329,46,22,63,26,71,12,80,17,16,0,0.6
Ethan Stallworth San,35024,Ethan Stallworth,San Diego Padres,6,148,145,611,402,194,15,63,0,20.6,0,0,1266.1,0,0,359,335,37,19,68,44,51,29,81,28,25,0,0
Jayden Broadbridge Tex,32788,Jayden Broadbridge,Texas Rangers,6,149,145,587,354,215,18,70,0,12.1,0,0,1261.2,0,0,359,331,39,27,55,37,54,23,76,14,21,0,0
Lou Shouse Cin,35143,Lou Shouse,Cincinnati Reds,6,143,143,642,423,202,17,93,0,13.9,0,0,1242.2,0,0,404,379,53,38,59,39,63,22,79,15,28,0,0
Liam Anzevino Chi,24070,Liam Anzevino,Chicago White Sox,6,141,139,619,383,219,17,74,0,16,0,0,1239,0,0,394,367,39,24,54,39,54,20,95,27,25,0,0
Wynn Vandross Was,35169,Wynn Vandross,Washington Nationals,6,148,145,584,403,172,9,75,0,20.2,0,0,1206.1,0,0,350,338,44,27,60,36,75,30,74,16,32,0,0
Javier Fernández Oak,31814,Javier Fernández,Oakland Athletics,6,138,136,576,336,220,20,84,0,-20.6,0,0,1171.1,0,0,357,312,43,26,60,20,64,10,82,8,26,0,0
Paul Burdick Det,34908,Paul Burdick,Detroit Tigers,6,148,129,576,367,199,10,78,0,15.9,0,0,1170,0,0,326,301,50,38,62,30,69,33,79,19,19,0,0
Elden Fasnacht Kan,32499,Elden Fasnacht,Kansas City Monarchs,6,138,138,539,335,187,17,56,0,4.4,0,0,1158.2,0,0,320,292,54,32,61,34,60,21,70,10,14,0,0
Bryant Robertson Tor,13138,Bryant Robertson,Toronto Blue Jays,6,133,127,530,362,154,14,71,0,17.5,0,0,1139.1,0,0,302,286,33,27,70,47,59,16,75,24,20,0,0
Martin Urrea Phi,28817,Martin Urrea,Philadelphia Phillies,6,129,128,549,362,170,17,73,0,13.1,0,0,1110.1,0,0,314,297,42,29,65,40,55,21,67,15,14,0,0
Chase Weeks New,8496,Chase Weeks,New York Mets,6,135,119,493,311,168,14,62,0,9.9,0,0,1093.1,0,0,305,286,33,22,52,31,48,16,56,13,16,0,0
James Camacho Chi,33345,James Camacho,Chicago Cubs,6,139,131,512,331,166,15,59,0,1.2,0,0,1081.2,0,0,340,319,35,18,50,28,47,12,60,7,16,0,0
Butch Hart Pit,18352,Butch Hart,Pittsburgh Pirates,6,126,126,514,331,170,13,59,0,2.9,0,0,1078.1,0,0,330,308,44,26,58,22,46,17,70,17,15,0,0
Brody Kissel Sea,15108,Brody Kissel,Seattle Mariners,6,136,118,487,319,159,9,68,0,5.6,0,0,1011.1,0,0,308,286,29,13,48,30,44,14,69,14,24,0,0
Nicky Skaggs Mon,6259,Nicky Skaggs,Montreal Expos,6,119,112,479,327,140,12,60,0,5.5,0,0,981.2,0,0,297,278,37,24,56,29,52,12,66,14,20,0,0
Thomas Rietbergen Atl,25003,Thomas Rietbergen,Atlanta Hammers,6,113,110,432,261,164,7,62,0,-9.3,0,0,924,0,0,270,247,26,13,56,23,46,10,57,5,14,0,0
Conor McGee Mil,15945,Conor McGee,Milwaukee Brewers,6,117,98,400,258,129,13,40,0,8.4,0,0,831.1,0,0,253,237,30,20,46,22,42,15,44,16,25,0,0
D.J. Pope Kan,15764,D.J. Pope,Kansas City Royals,6,95,94,368,234,122,12,46,0,-14.8,0,0,809,0,0,266,232,25,10,32,7,49,11,51,5,16,0,0
Jacome Mejia Min,3870,Jacome Mejia,Minnesota Twins,6,97,91,404,263,132,9,73,0,-10.3,0,0,805,0,0,264,238,31,15,46,16,36,7,44,8,12,0,0
Rob Babangida Tam,14700,Rob Babangida,Tampa Bay Devil Rays,6,96,95,385,256,121,8,56,0,7,0,0,773,0,0,230,218,32,20,51,24,31,9,54,14,14,0,0
Adrián Mendietta Col,36181,Adrián Mendietta,Colorado Rockies,6,90,86,351,222,121,8,43,0,6.8,0,0,766,0,0,209,198,21,15,30,18,34,14,48,13,16,0,0
Bram van der Horst New,38942,Bram van der Horst,New York Yankees,6,114,86,333,217,105,11,29,0,10.3,0,0,734.2,0,0,204,189,37,23,27,22,29,12,53,12,30,0,0
Tatashi Omoto Los,35557,Tatashi Omoto,Los Angeles Dodgers,6,86,86,302,196,102,4,41,0,-3.4,0,0,731.2,0,0,196,186,21,7,38,16,30,6,43,6,15,0,0
Johnny Garaventa San,41122,Johnny Garaventa,San Francisco Giants,6,87,87,354,218,127,9,52,0,4.5,0,0,727.2,0,0,209,196,25,18,44,22,34,15,45,4,15,0,0.6
Henry Richardson Flo,34744,Henry Richardson,Florida Marlins,6,88,83,348,203,126,19,39,0,-8.7,0,0,698,0,0,228,202,20,10,47,23,38,6,53,4,18,0,0
Emmanuel Montemayor Cle,19250,Emmanuel Montemayor,Cleveland Guardians,6,80,77,272,157,103,12,28,0,-14,0,0,657.2,0,0,201,171,27,12,24,8,31,2,34,3,12,0,0
Dwight Clagett Hou,25504,Dwight Clagett,Houston Astros,6,81,73,297,193,99,5,45,0,-0.2,0,0,647.2,0,0,191,180,26,15,24,15,31,7,43,2,10,0,0
Jeb O'Doherty Ana,32669,Jeb O'Doherty,Anaheim Angels,6,78,71,272,156,108,8,39,0,-9.3,0,0,618.1,0,0,171,154,23,14,34,12,42,7,43,4,11,0,0
Deven Watkins Flo,37249,Deven Watkins,Florida Marlins,6,72,72,345,213,121,11,51,0,5.5,0,0,616.1,0,0,204,191,16,9,37,22,39,15,54,12,18,0,0
Noel Chambi Mil,26735,Noel Chambi,Milwaukee Brewers,6,100,64,291,199,84,8,38,0,5.9,0,0,598.2,0,0,178,165,29,21,26,15,29,11,30,9,17,0,0
Ghana Collier Bos,34738,Ghana Collier,Boston Red Sox,6,85,64,258,170,79,9,36,0,-2.9,0,0,576.1,0,0,161,146,17,7,36,20,22,7,29,4,14,0,0
Humberto Victoria Kan,3644,Humberto Victoria,Kansas City Royals,6,69,63,246,154,80,12,23,0,-8.3,0,0,567.2,0,0,167,147,25,13,24,8,29,5,45,8,11,0,0
Ethan Grimes Ari,18326,Ethan Grimes,Arizona Diamondbacks,6,80,62,243,163,73,7,31,0,5.3,0,0,527,0,0,155,146,18,16,27,16,20,5,32,6,4,0,0
Myles Ligon San,16648,Myles Ligon,San Francisco Giants,6,67,58,253,168,82,3,28,0,6.1,0,0,526.2,0,0,165,157,11,7,24,17,25,6,47,11,9,0,0
Graham Owston -,7548,Graham Owston,-,6,73,58,238,146,80,12,33,0,-4.2,0,0,509,0,0,141,127,16,7,30,14,23,6,32,4,6,0,0
